Run A	Run B	A and B originally	A and B after aligning	From A	From Refs with alignment	From Refs without alignment
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_H01_P013387_B00_N08_R1	-1.0	-1.0	-1.0	0.4185070469	3.21639260079
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_D01_P010693_S00_N04_R1	-1.0	-1.0	-1.0	0.78445227846	4.44821122429
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_F04_P013387_B00_N30_R1	0.712763636364	0.621838249788	0.388123134476	0.357949007861	1.06339870286
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_D01_P013387_B00_N04_R1	-1.0	-1.0	-1.0	0.415499831341	3.1986119034
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_A02_P010693_S00_N09_R1	-1.0	-1.0	-1.0	0.467521486061	4.38213911561
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_F01_P010693_S00_N06_R1	-1.0	-1.0	-1.0	0.461240450533	3.95974053676
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_F02_P010693_S00_N14_R1	-1.0	-1.0	-1.0	0.425304560288	3.95821723811
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_F03_P010693_S00_N22_R1	3.033	0.776442680378	0.82662648027	0.441994731221	4.37535220669
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_H04_P010693_S00_N32_R1	-1.0	-1.0	-1.0	0.704001141579	3.85369067384
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_B03_P013387_B00_N18_R1	2.8822	0.552044435649	0.451389617824	0.396259936931	2.46587387244
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_A03_P013387_B00_N17_R1	3.5636969697	0.71336826134	0.694112834001	0.437138923011	2.74948442438
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_G03_P010693_S00_N23_R1	3.16924242424	0.446714698582	0.355915896578	0.493628209639	4.15192631358
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_D04_P010693_S00_N28_R1	3.9116	0.651042223527	0.684541319749	0.637713844581	3.68747370689
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_A04_P010693_S00_N25_R1	-1.0	-1.0	-1.0	0.506802200062	4.08253796491
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_H03_P013387_B00_N24_R1	1.71957777778	0.625916417269	0.558504640728	0.282354567545	1.10680282139
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_A02_P013387_B00_N09_R1	-1.0	-1.0	-1.0	0.537904475641	3.8757585184
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_G03_P013387_B00_N23_R1	2.04805128205	0.604524417404	0.542287381405	0.370115312921	1.38935569869
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_F02_P013387_B00_N14_R1	4.136	0.573017365447	0.763451465401	0.527779177371	3.18626504576
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_A05_P010693_S00_N33_R1	-1.0	-1.0	-1.0	0.574820984119	3.41857489996
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_C03_P013387_B00_N19_R1	2.31351351351	0.629287655426	0.521180320183	0.311619566079	1.7557797789
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_E03_P013387_B00_N21_R1	-1.0	-1.0	-1.0	0.292974272567	1.68338395574
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01308_C02_P013387_B00_N11_R1	-1.0	-1.0	-1.0	0.481493315241	3.49987112382
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_C03_P010693_S00_N19_R1	3.70722222222	0.584423515991	0.703594120107	0.501376128316	4.5617157224
run_A, run_B =	01308_D05_P013387_B00_N36_R1	01075_D03_P010693_S00_N20_R1	3.05605405405	0.329757261429	0.306570650145	0.410994641281	4.26219480197
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_E02_P010693_S00_N13_R1	4.00593333333	0.462105905424	0.603111444568	0.560215554357	5.15903470566
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_E02_P013387_B00_N13_R1	3.39963076923	1.62061355294	1.73846922571	0.399679044461	3.13085672227
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_B04_P013387_B00_N26_R1	0.860921052632	0.686121642257	0.640593466782	0.472796863067	1.06143313798
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_B02_P013387_B00_N10_R1	2.2201875	0.758656940104	0.862850991634	0.385875343671	2.6392635805
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_H02_P010693_S00_N16_R1	2.92075	0.569779750875	0.611170027574	0.493830423394	3.99950292714
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_F01_P013387_B00_N06_R1	-1.0	-1.0	-1.0	0.521555782113	2.25321922513
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_D05_P010693_S00_N36_R1	-1.0	-1.0	-1.0	2.90660561102	6.67472679981
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_A05_P013387_B00_N33_R1	1.80925555556	1.11494643628	0.993942312044	0.284743881689	1.37377883492
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_A01_P013387_B00_N01_R1	-1.0	-1.0	-1.0	0.443542015005	0.698687119997
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_H03_P010693_S00_N24_R1	2.77584343434	0.500232060819	0.571758460898	0.423656842371	3.81004458608
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_H04_P013387_B00_N32_R1	1.10412121212	0.571141408518	0.479028896097	0.255224015647	1.03937567826
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_D04_P013387_B00_N28_R1	1.15219230769	0.600744359076	0.525095850019	0.38549322086	1.04578855552
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_C02_P010693_S00_N11_R1	-1.0	-1.0	-1.0	0.465271928069	5.13222155625
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_B03_P010693_S00_N18_R1	3.63930588235	0.933643782694	1.03355531033	0.558824326473	4.33907954759
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_E04_P013387_B00_N29_R1	1.03034545455	0.574908856392	0.497109184911	0.277649016593	0.995541365531
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_E01_P013387_B00_N05_R1	-1.0	-1.0	-1.0	0.512619784542	2.01762889892
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_D02_P010693_S00_N12_R1	3.97953333333	0.593537538418	0.722539560956	0.388512838253	4.77187869058
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_E04_P010693_S00_N29_R1	3.19279245283	0.878039662969	1.00474191312	0.650824954263	3.83890269429
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_C05_P013387_B00_N35_R1	1.39948837209	0.484107724567	0.402015697905	0.845235367413	2.12150120515
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_F03_P013387_B00_N22_R1	0.715794964029	0.332820735925	0.325062235907	0.342284091392	1.53605840315
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_E01_P010693_S00_N05_R1	-1.0	-1.0	-1.0	0.485040771857	4.23704563833
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_C01_P013387_B00_N03_R1	-1.0	-1.0	-1.0	0.360004656236	0.932298498599
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_G01_P013387_B00_N07_R1	-1.0	-1.0	-1.0	0.526897809433	3.55824785291
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_H01_P010693_S00_N08_R1	-1.0	-1.0	-1.0	0.945431447133	5.25061711008
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_G04_P013387_B00_N31_R1	1.35203883495	0.863084089742	0.807935822931	0.455112504383	1.1509632372
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_B05_P013387_B00_N34_R1	1.41936708861	0.381190808279	0.337512425945	0.419779280211	1.58227086718
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_D03_P013387_B00_N20_R1	1.0633125	0.432438202585	0.407632763174	0.326181113887	1.84853743343
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_B01_P010693_S00_N02_R1	-1.0	-1.0	-1.0	0.459548674654	2.233320692
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_C01_P010693_S00_N03_R1	-1.0	-1.0	-1.0	0.557875843585	4.23262558167
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_F04_P010693_S00_N30_R1	3.811825	0.736346094266	0.852222735173	0.569726373401	4.05603873882
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_B05_P010693_S00_N34_R1	3.66013333333	0.932184596741	1.25585260733	0.615262273487	3.84965735232
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_D02_P013387_B00_N12_R1	2.46168	0.62630492342	0.623433617983	0.426726832722	3.28317158651
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_G04_P010693_S00_N31_R1	3.15719767442	0.721316670037	0.815888179322	0.460765462096	3.73303004207
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_B02_P010693_S00_N10_R1	-1.0	-1.0	-1.0	0.490194971139	4.48040245991
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_G02_P013387_B00_N15_R1	2.60709649123	0.748896124918	0.832340261699	0.406307629046	2.99123245523
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_B01_P013387_B00_N02_R1	-1.0	-1.0	-1.0	0.285637282607	0.486739645802
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_A04_P013387_B00_N25_R1	0.822494923858	0.67804535164	0.621057654941	0.506049630246	1.14369780955
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_E03_P010693_S00_N21_R1	3.45061594203	0.944713310901	0.960684607704	0.422608303351	4.14836121662
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_G02_P010693_S00_N15_R1	3.49230188679	0.729823062586	0.731903921957	0.522801775378	4.45888212087
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_D05_P013387_B00_N36_R1	1.59542222222	0.538621892791	0.485584924654	0.497755946484	1.71724290884
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_B04_P010693_S00_N26_R1	3.13642196532	0.819353563698	0.897649797981	0.444409649433	3.73267054421
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_A03_P010693_S00_N17_R1	3.56783783784	1.02695750076	1.21744479108	0.353217116652	4.62539745148
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_C04_P013387_B00_N27_R1	0.717195652174	0.222648086498	0.192373644616	0.360038770395	0.866242170189
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_C04_P010693_S00_N27_R1	3.13709459459	0.82851848381	0.976984796105	0.411503967399	3.58558022319
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_G01_P010693_S00_N07_R1	-1.0	-1.0	-1.0	0.491321867502	3.77621755608
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_H02_P013387_B00_N16_R1	2.07770149254	0.550317961671	0.682427525122	0.454092673699	2.87718529176
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_C05_P010693_S00_N35_R2	-1.0	-1.0	-1.0	-1.0	-1.0
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_H01_P013387_B00_N08_R1	2.83409375	0.601988286054	0.796860963365	0.442931219073	3.27933206839
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_D01_P010693_S00_N04_R1	-1.0	-1.0	-1.0	0.452098076934	4.30544579854
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_F04_P013387_B00_N30_R1	0.952775700935	0.296158541868	0.289677422803	0.34012398394	1.04880346466
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_D01_P013387_B00_N04_R1	-1.0	-1.0	-1.0	0.443045505653	3.16178519075
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_A02_P010693_S00_N09_R1	-1.0	-1.0	-1.0	0.410547542078	4.28667547178
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_F01_P010693_S00_N06_R1	-1.0	-1.0	-1.0	0.476483648701	3.73108746215
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_F02_P010693_S00_N14_R1	3.15795744681	0.515471933282	0.943252062811	0.469425850386	3.797264358
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_F03_P010693_S00_N22_R1	3.51750887574	0.911366192853	1.01207145514	0.424286271902	4.15628418148
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_H04_P010693_S00_N32_R1	3.43146666667	0.91733767917	1.05253508641	0.835693634515	3.98236457543
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_B03_P013387_B00_N18_R1	1.62551785714	0.552174414529	0.600509841933	0.373494384191	2.40170181904
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_A03_P013387_B00_N17_R1	1.83959821429	0.40310872222	0.461630713149	0.600031535835	2.93341600165
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_G03_P010693_S00_N23_R1	3.49982653061	0.698434394187	0.835591003312	0.431654697255	4.0843020943
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_D04_P010693_S00_N28_R1	3.029912	1.04051788336	1.17045416952	0.547597377069	3.68293405043
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_A04_P010693_S00_N25_R1	3.35756084656	0.509915501971	0.561378014248	0.437374763403	4.20222458051
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_H03_P013387_B00_N24_R1	0.0	0.0831919014169	0.0	0.256720869215	1.05519585144
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_A02_P013387_B00_N09_R1	-1.0	-1.0	-1.0	0.594803943871	4.20519567637
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_G03_P013387_B00_N23_R1	0.593077227723	0.299294705021	0.271915920366	0.400668427104	1.48395048674
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_F02_P013387_B00_N14_R1	3.17350537634	1.10473793992	1.17410372665	0.496250441301	2.92646998282
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_A05_P010693_S00_N33_R1	2.69127777778	0.429904444956	0.551220614199	0.700104713918	3.73916617063
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_C03_P013387_B00_N19_R1	0.869017094017	0.323020211139	0.28719377414	0.387482610346	1.78124820581
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_E03_P013387_B00_N21_R1	0.7095	0.303614977849	0.306868282113	0.306771043048	1.6765518695
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01308_C02_P013387_B00_N11_R1	4.24535	1.87786092059	2.07677953558	0.475208905141	3.52170329796
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_C03_P010693_S00_N19_R1	3.28087234043	0.834878748356	0.902767129942	0.562434751839	4.49625889866
run_A, run_B =	01308_H03_P013387_B00_N24_R1	01075_D03_P010693_S00_N20_R1	3.65067567568	0.848997853989	0.806617007075	0.380870368648	4.26360536378
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_E02_P010693_S00_N13_R1	1.56122580645	0.60467708813	0.547327751505	0.517652689865	4.97607882093
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_E02_P013387_B00_N13_R1	3.87616	1.36796991461	1.56157028352	0.403282056549	3.13235731163
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_B04_P013387_B00_N26_R1	4.06785106383	1.37155317121	1.4848287148	0.370650284276	0.934737502621
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_B02_P013387_B00_N10_R1	2.754	0.857154353255	0.928768232387	0.347561223263	2.59710942803
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_H02_P010693_S00_N16_R1	0.647196721311	0.290830342269	0.297801655803	0.468133397994	3.89524291191
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_F01_P013387_B00_N06_R1	1.80278787879	0.49601936363	0.497228348839	0.383590331965	2.02978570929
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_D05_P010693_S00_N36_R1	5.03453846154	2.57027008579	3.38908681344	2.59306568821	6.19513395624
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_A05_P013387_B00_N33_R1	3.33622807018	0.516697088321	0.537550987393	0.448090329014	1.49577258472
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_A01_P013387_B00_N01_R1	-1.0	-1.0	-1.0	0.234333465179	0.475515012267
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_H03_P010693_S00_N24_R1	0.655026737968	0.395865913589	0.373073000713	0.440756339045	3.87382967112
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_H04_P013387_B00_N32_R1	3.19155555556	0.556447831979	0.602230488678	0.294447979637	1.01627239038
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_D04_P013387_B00_N28_R1	3.09073267327	0.93642714066	0.957600508356	0.397671068203	1.02824374837
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_C02_P010693_S00_N11_R1	-1.0	-1.0	-1.0	0.521362081719	5.1205926374
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_B03_P010693_S00_N18_R1	0.948194444444	0.552922418546	0.670318251933	0.614230200107	4.36231867892
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_E04_P013387_B00_N29_R1	3.51200980392	0.752691773314	0.825396286822	0.287708349151	1.06902343796
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_E01_P013387_B00_N05_R1	-1.0	-1.0	-1.0	0.56183200589	2.18415518932
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_D02_P010693_S00_N12_R1	-1.0	-1.0	-1.0	0.446108858096	4.90083503723
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_E04_P010693_S00_N29_R1	0.0	0.159348059822	0.0	0.433212794913	3.60748980748
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_C05_P013387_B00_N35_R1	3.16151515152	0.826283286075	0.779278170142	0.642961132429	1.8890904312
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_F03_P013387_B00_N22_R1	2.72493939394	0.652054081528	0.787845706973	0.328537479056	1.50935746471
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_E01_P010693_S00_N05_R1	-1.0	-1.0	-1.0	0.373140241495	4.06676063922
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_C01_P013387_B00_N03_R1	-1.0	-1.0	-1.0	0.484154706631	1.04124626563
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_G01_P013387_B00_N07_R1	-1.0	-1.0	-1.0	0.365615665844	3.38329270249
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_H01_P010693_S00_N08_R1	-1.0	-1.0	-1.0	0.782526460477	4.79836263888
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_G04_P013387_B00_N31_R1	3.30784337349	0.987551119702	0.997354027097	0.48406467053	1.16994072663
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_B05_P013387_B00_N34_R1	3.14205769231	0.474937179448	0.472546893668	0.334865353188	1.55327807085
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_D03_P013387_B00_N20_R1	3.15593181818	0.883632051357	0.919155720756	0.408777568938	1.99073711354
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_B01_P010693_S00_N02_R1	-1.0	-1.0	-1.0	0.521714135037	2.39703765081
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_C01_P010693_S00_N03_R1	-1.0	-1.0	-1.0	0.51123542762	4.05951151391
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_F04_P010693_S00_N30_R1	0.376897338403	0.293783394712	0.205430703831	0.882200565562	4.3254626451
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_B05_P010693_S00_N34_R1	1.40102040816	0.515939533829	0.512974410059	0.609931792895	3.686857167
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_D02_P013387_B00_N12_R1	3.18856818182	0.946482270147	0.95056547219	0.432238570928	3.34628311428
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_G04_P010693_S00_N31_R1	0.633062200957	0.569578915389	0.535106512608	0.431457925753	3.85134960826
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_B02_P010693_S00_N10_R1	-1.0	-1.0	-1.0	0.489659774592	4.55301886731
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_G02_P013387_B00_N15_R1	2.89232307692	0.705341835792	0.790970452008	0.472618104915	3.00269795708
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_B01_P013387_B00_N02_R1	-1.0	-1.0	-1.0	0.357249704213	0.546986437586
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_A04_P013387_B00_N25_R1	3.38091111111	1.11114299678	1.09903135501	0.310594260105	0.992530649637
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_E03_P010693_S00_N21_R1	0.741864661654	0.470847618526	0.493585836597	0.409928670781	4.04971773484
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_G02_P010693_S00_N15_R1	1.60031914894	0.517530692549	0.843961173829	0.514355198517	4.58622448894
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_D05_P013387_B00_N36_R1	-1.0	-1.0	-1.0	0.374232571311	1.59187060606
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_B04_P010693_S00_N26_R1	0.481594594595	0.385018213645	0.351212633075	0.449200851403	3.80007014712
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_A03_P010693_S00_N17_R1	1.31877586207	0.519205178863	0.63629492884	0.394064266961	4.56899111486
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_C04_P013387_B00_N27_R1	3.29594736842	0.86395698955	0.941894961345	0.3921481736	0.912514885427
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_C04_P010693_S00_N27_R1	0.720716535433	0.484756934414	0.427954553435	0.501018444028	3.52066077029
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_G01_P010693_S00_N07_R1	-1.0	-1.0	-1.0	0.562622941485	3.69648193073
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_H02_P013387_B00_N16_R1	3.41187671233	0.937777962066	1.13293294752	0.501659996866	3.02476997195
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_C05_P010693_S00_N35_R2	-1.0	-1.0	-1.0	-1.0	-1.0
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_H01_P013387_B00_N08_R1	-1.0	-1.0	-1.0	0.411912141682	3.17372866201
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_D01_P010693_S00_N04_R1	-1.0	-1.0	-1.0	0.596454706026	4.13185410507
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_F04_P013387_B00_N30_R1	3.22326	0.855243196933	0.841801606353	0.356573347654	1.06920489904
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_D01_P013387_B00_N04_R1	-1.0	-1.0	-1.0	0.459475491433	3.20461271549
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_A02_P010693_S00_N09_R1	-1.0	-1.0	-1.0	0.4694257499	4.22244354379
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_F01_P010693_S00_N06_R1	-1.0	-1.0	-1.0	0.502610585065	3.99951315966
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_F02_P010693_S00_N14_R1	1.21920408163	0.588752063909	0.694161295246	0.477263323451	3.84182121993
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_F03_P010693_S00_N22_R1	0.741449367089	0.598539394503	0.620665099566	0.426129783688	4.23219305954
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_H04_P010693_S00_N32_R1	0.189224	0.283690124916	0.124373270956	0.81654832817	4.0660124007
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_B03_P013387_B00_N18_R1	3.1264025974	0.783527293104	0.835365972043	0.332727847033	2.33868597984
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_A03_P013387_B00_N17_R1	2.57543835616	0.833737740675	0.955922255147	0.541415663709	2.82554163189
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_G03_P010693_S00_N23_R1	0.927284090909	0.646459221137	0.690334875657	0.426474018993	4.13716106927
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_D04_P010693_S00_N28_R1	0.477025714286	0.339008481964	0.211551751864	0.621917680147	3.62540847118
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_A04_P010693_S00_N25_R1	0.400386138614	0.273824399929	0.23106382093	0.509705249272	4.15844367575
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_H03_P013387_B00_N24_R1	3.33143396226	1.05068156133	1.14509455915	0.266511495917	1.10826900488
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_A02_P013387_B00_N09_R1	-1.0	-1.0	-1.0	0.472930765455	3.95366393036
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_G03_P013387_B00_N23_R1	2.74882692308	0.484748969469	0.649522159995	0.345105752627	1.40410127272
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_F02_P013387_B00_N14_R1	2.8218245614	0.876709993878	0.938853473404	0.598510633717	3.22044586093
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_A05_P010693_S00_N33_R1	0.834496688742	0.45860276159	0.364581009772	0.633136404894	3.55501680056
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_C03_P013387_B00_N19_R1	2.38208433735	0.474223247623	0.561789850315	0.316005459501	1.70761123974
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_E03_P013387_B00_N21_R1	2.41023076923	0.636148903228	0.62025608384	0.331444096698	1.68366735062
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01308_C02_P013387_B00_N11_R1	3.50435714286	0.789420014394	0.700343904197	0.422342511859	3.37144864359
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_C03_P010693_S00_N19_R1	0.959662921348	0.422050100546	0.432779314746	0.480306652763	4.46937421342
run_A, run_B =	01075_E04_P010693_S00_N29_R1	01075_D03_P010693_S00_N20_R1	0.702140350877	0.4096200969	0.378786147481	0.352501417046	4.27108893943
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01075_E02_P010693_S00_N13_R1	-1.0	-1.0	-1.0	0.501372923446	4.92087757875
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_E02_P013387_B00_N13_R1	-1.0	-1.0	-1.0	0.357683903848	3.31922882736
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_B04_P013387_B00_N26_R1	1.09441176471	0.325561843567	0.311410931144	0.433936695658	0.99854638997
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_B02_P013387_B00_N10_R1	-1.0	-1.0	-1.0	0.378774640708	2.62770853698
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01075_H02_P010693_S00_N16_R1	-1.0	-1.0	-1.0	0.459400088496	4.05799623453
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_F01_P013387_B00_N06_R1	-1.0	-1.0	-1.0	0.514435957482	2.08874855768
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01075_D05_P010693_S00_N36_R1	-1.0	-1.0	-1.0	3.08236264774	6.83131186533
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_A05_P013387_B00_N33_R1	0.413390243902	0.423748843065	0.235919992982	0.38360877835	1.38005613387
run_A, run_B =	01308_C05_P013387_B00_N35_R1	01308_A01_P013387_B00_N01_R1	-1.0	-1.0	-1.0	0.424104112577	0.67981362839
